Text,X,Y,Width,Height,Score,Page
图,205.0,240.0,34,14,0.8372339883301122,112
two/fold/名字尾,115.5,252.5,81,13,0.8434611568301325,112
国duplicitous取的，不减富的,258.0,254.5,138,13,0.8835895588393784,112
• The agent was accused of duplicity in brokering the deal.,154.5,274.5,253,13,0.8618635865490918,112
tri-:three,42.0,332.5,60,17,0.9641916799782352,112
trio[trio],38.5,357.5,47,11,0.7925138018211961,112
tri/o,107.5,376.5,29,15,0.7845762939692255,112
三人相：三重爽（唱）：三件一组,262.0,384.0,148,14,0.8160159028966126,112
three/名字尾,114.0,389.5,62,11,0.8271362462500661,112
● He plays the saxophone in a jazz trio.,112.5,411.5,171,13,0.9576343422149413,112
他在士三重爽中任克斯凰手·,103.0,426.0,132,10,0.8799825911798204,112
trilateral (trar*letorol],66.0,461.5,102,13,0.7911525132001511,112
tri / later / al,108.0,479.5,56,11,0.8020892020625372,112
园三的·三方的,228.5,487.5,79,13,0.8805257196201839,112
three/sidc/形容词字尾,119.0,493.0,92,10,0.8536267030451978,112
"The trilateral talks involve school officials, parents and students",171.5,514.0,281,10,0.8154281313471633,112
三方會包括校方人具、家長與學生·,106.5,527.5,143,15,0.8310070508835657,112
MP3069,48.5,14.25,59,25,0.7269006048174943,113
trilogy ['tnl>ast],62.5,54.75,81,20,0.7417857544975175,113
tri/log /y,114.5,75.0,57,20,0.84956961649549,113
三部曲,219.5,81.5,43,15,0.8729246343641232,113
three/speak/名字尾,123.0,86.5,96,17,0.8744137305810068,113
• The Lord of the Rings was written as a trilogy,138.5,108.0,211,18,0.8195852822085793,113
《魔戒》是以三部曲形式寫成的,106.5,123.0,121,10,0.816600011464193,113
"trimester [trai,m:sto]",75.5,144.5,105,19,0.6895063840158746,113
tri/mest/er,116.0,163.0,64,20,0.8347566731256514,113
（懷胎）三個月一期,245.0,172.0,94,14,0.7616049562388475,113
three/month/名字尾,123.5,177.5,99,17,0.7765855659947027,113
■ Abortion can be most safely done in the first trimester,158.0,198.5,244,13,0.9060824779968244,113
胎在三個月行比较安全,102.5,212.0,113,10,0.8720596764561912,113
Trinity (trnot),63.5,234.0,79,18,0.8146575494690411,113
tri(n)/ ity,117.0,253.0,52,22,0.7948400438089062,113
三位一體,224.5,261.0,53,14,0.8693604306404634,113
three/名字尾,127.5,266.5,67,17,0.8507599009160537,113
"■ The Holy Trinity includes the Father, the Son, and the Holy Spirit.",185.0,288.0,294,14,0.7874219251356238,113
三位一键包括型父、聚子、痘,107.5,301.5,123,13,0.8914745852048139,113
"tripod [tra,pad]",63.5,324.0,79,18,0.9839699180313835,113
tri/pod,115.5,343.0,45,18,0.8161506165384974,113
三脚架：鼎,229.5,349.5,63,17,0.8357807533308551,113
three/foot,110.5,354.5,53,17,0.796773220620566,113
■ Professional photographers like to use tripods while shooting,173.0,377.0,278,18,0.8206621490230369,113
專影拍照時愛用三架,104.5,390.5,119,13,0.8420063837319626,113
quadr-(quart-):four,98.0,436.5,152,17,0.9796143459413073,113
quartet (kwor'tα],66.0,461.25,86,19,0.8024360541622558,113
quart/et,117.5,480.5,49,17,0.764123765794603,113
四人：四重奏（喝）：四件一粗,273.5,486.5,149,13,0.7699265055188849,113
four/名搁字尾,131.0,493.0,66,18,0.9132310554559808,113
"A string quartet comprises two violins, a viola and a cello",168.0,513.0,256,14,0.8692070806082693,113
弦操四重奏包括两把小提琴、一把中提琴以及一把大提琴,154.5,528.0,217,14,0.7904355370270284,113
Part1通用學衡字巢：字首分题,302.5,10.0,127,10,0.9767040218435117,114
00,27.0,21.5,18,13,0.744352102593604,114
MP3070,50.5,22.5,35,11,0.7584620325745829,114
"headquarters (°h:d,kwort>z)",84.0,60.5,130,13,0.865045820170053,114
head /quarters,109.5,79.0,67,10,0.7784097550641778,114
部,204.5,85.5,31,11,0.98929390587977,114
head / four,99.0,91.5,44,11,0.9584809840744678,114
The company’s headquarters is/are in London.,134.0,112.0,200,10,0.9711788096966653,114
公司部位,76.0,125.5,72,11,0.7141218512272798,114
"quadrangle [kwo,drxgl]",77.5,148.5,117,13,0.8623637714786898,114
quadr / angle,109.0,169.5,58,11,0.8354354976128955,114
四遗形：四形場,236.5,176.0,93,10,0.8363130194362426,114
four / angle,112.5,181.0,51,16,0.8200590865775705,114
• There are tall buildings all around the quadrangle.,139.5,201.5,217,11,0.8558956068420738,114
方形簧場四周有高環,88.0,215.0,96,10,0.9129565571625617,114
quadrant (kwadront],68.5,238.5,99,13,0.8791310603093604,114
quadr / ant,108.5,257.0,53,16,0.8006804642540261,114
四分之一等分：形,236.5,265.0,93,10,0.9613242982802066,114
four/名同字尾,122.5,270.5,57,11,0.8580543526011005,114
• The river runs through the northeast quadrant of the city,153.5,291.0,247,14,0.8165698743405578,114
河川流城市的東北部,84.0,305.0,88,10,0.8763541373410735,114
"quadruped (°kwodro,p:d)",77.0,328.5,116,13,0.938117944285949,114
quadr(u) / ped,109.0,346.5,66,17,0.7820408797760358,114
四定動物,214.0,352.5,48,11,0.9606787723616104,114
four / foot,121.0,358.5,44,17,0.8752784648516144,114
• Most mammals are quadrupeds,101.0,379.0,142,14,0.8903699277712724,114
大部分的哺乳频都是四足物,95.0,393.0,110,10,0.7403557715131484,114
"quarantine [°kworon,tin]",75.0,416.5,114,15,0.8183939986947961,114
quar/ antine,109.5,436.0,57,10,0.8625663623439882,114
国隔：榜疫,224.0,443.0,68,10,0.895461869927553,114
four/名润字尾,113.0,449.0,58,10,0.8836027064368639,114
• The dog had to spend several months in quarantine when it reached the,184.5,468.5,307,13,0.9756454772045535,114
U.S.,49.5,482.0,21,12,0.9083927328885106,114
狗達美時得隔假月,93.0,495.0,106,14,0.9014746123097009,114
• It was quarantined for several months.,116.0,514.0,172,14,0.6978330016679068,114
艳被了發個月,77.0,528.0,72,10,0.8432397766695281,114
MP3 071,36.5,15.0,65,26,0.8260934061441383,115
quart [kwort],44.0,61.5,72,17,0.7586387760034736,115
quart,112.0,84.0,40,22,0.866389042447473,115
弯，四分之一加,259.0,91.0,110,14,0.8490460207976867,115
four,110.0,97.0,36,20,0.8077909350990609,115
■He bought a quart of milk at the convenience store.,151.0,121.0,258,16,0.8393408974094585,115
他在便利商店置了一弯脸牛奶,97.0,136.0,128,10,0.8634816037720753,115
quarter [kworta],55.0,164.5,96,19,0.8124761749588123,115
quarter,112.5,188.0,49,22,0.815668501586443,115
图區域·地區,238.0,195.0,70,16,0.8695967654883995,115
four,110.5,200.5,35,23,0.9050858419652777,115
● This is the bustling commercial quarter of the city.,149.5,224.0,257,18,0.8902312371260049,115
這是城裡忙碌的商業區,83.5,240.5,105,13,0.8872101761750948,115
pent-:five,41.5,291.0,75,24,0.8637992686910824,115
"pentagon [pcnto,gan]",65.5,320.5,115,19,0.8289533202278231,115
pent/agon,112.0,342.0,64,24,0.847180370835969,115
五逸形,227.5,349.75,51,19,0.8913197943537122,115
five/angle,113.0,357.0,58,18,0.7597096762456007,115
■ The Defense Department is located in the Pentagon,153.0,379.5,262,19,0.9218165578012038,115
防部位於五角大厦,79.5,395.5,95,13,0.8534782842994613,115
pentathlon [pcntx0lon],72.0,436.5,128,19,0.8035638116582153,115
pent/athlon,111.5,457.5,73,25,0.8116214550900943,115
五填全能運動,243.5,466.5,79,13,0.8980916585707353,115
five/contest,112.0,472.5,68,21,0.7768595721294828,115
"The modern pentathlon includes swimming, running, horseback-riding.",203.0,496.5,348,17,0.8803227336502117,115
"fencing, and shooting.",85.5,511.0,111,20,0.9735849346880139,115
现代五填全能運動包括游泳、步、馬術、繁剂以及射,154.0,527.0,246,14,0.7603227310763182,115
Part1通用學衡字巢：依字首分類,310.0,11.5,138,13,0.8083725786729319,116
0MP3072,31.0,22.25,60,25,0.9839979507619652,116
quint-: five,38.0,69.0,74,20,0.846711295491192,116
quintet [kwn’t:t],48.0,95.5,88,17,0.8850047763541569,116
quint /et,102.5,115.0,49,18,0.865720093276161,116
图五人組：五重奏（唱）,242.0,123.5,106,13,0.9022761800668627,116
five/名字尾,118.5,129.0,61,14,0.9492496555631466,116
■ The three men and two women sang in a quintet,131.5,151.5,229,15,0.7534775939570542,116
三男兩女表演五重唱。,71.5,166.0,87,10,0.8213928489503228,116
"quintessential (,kwmtscnjol)",77.5,204.0,147,16,0.8073928907024159,116
quint / esse / ent(i)al,101.5,224.0,95,14,0.8506944068678038,116
最精華的：最有代表性的,248.5,224.5,121,13,0.889000837218191,116
five/be/形容网字尾,110.5,238.5,85,13,0.8293216997472692,116
国quintessence名精華·要素,252.5,239.5,131,13,0.890322908025418,116
■ The kimono is the quintessential Japanese costume.,139.0,260.5,244,15,0.9564754106132884,116
和服是最典型的日本服,79.5,275.0,103,10,0.768387904004411,116
hexa-(sexa-): six,59.0,322.5,114,21,0.8958238324562983,116
"hexagon [°h:kso,gan]",56.0,348.75,106,19,0.9049323850784463,116
hex / agon,102.5,368.5,53,17,0.9471648919357978,116
六形,210.5,369.5,45,15,0.8416720806309567,116
six / angle,104.0,382.0,50,20,0.7467586825089619,116
hexagonal六遗形的,243.5,385.0,109,14,0.971835802295586,116
■ Snowflakes are hexagons,81.5,405.0,129,16,0.836556237033874,116
雪花是六逸形,58.5,419.5,63,11,0.8895973666600646,116
"hexapod [hckso,pad]",56.5,458.0,101,14,0.9158579908422686,116
hexa / pod,102.0,477.5,54,21,0.8560948121639538,116
昆,205.5,485.0,35,14,0.9051944201501707,116
six/foot,105.5,491.5,45,21,0.8742717906657335,116
■ Ants are the most common hexapods.,108.0,513.5,180,13,0.7112686232358316,116
是最常見的昆器·,71.5,528.0,87,10,0.8332905959333211,116
MP3 073,42.0,15.0,64,26,0.8320251347735014,117
sexagenarian [stksodsoncrion],91.0,58.0,150,14,0.7879851406979085,117
sexa/gen/arian,113.5,77.0,85,18,0.8277458123575129,117
六十至六十九的人,251.0,84.5,106,17,0.8020247150587121,117
six/bom/person,117.0,91.25,86,20,0.9483126545738843,117
• My uncle is a sexagenarian but he hasn't retired yet,152.5,114.0,245,14,0.9719170756593701,117
我叔叙六十多了，但還没有退休·,108.0,128.5,142,13,0.8960005817250917,117
sept-(hept-):seven,78.0,178.0,130,20,0.8582075258769353,117
heptathlon [hcpteolon],74.5,203.0,119,16,0.7664053363519738,117
hept/athlon,112.5,223.5,69,21,0.8212181451658686,117
图七项全能硬動,236.0,231.5,76,17,0.8241848312300991,117
seven/contest,111.5,238.0,69,18,0.8609625751781698,117
● The women's heptathlon involves seven competitions.,157.0,259.0,258,18,0.7984019486341846,117
女子七填全能運動包括七種競费,102.5,274.5,131,13,0.8929632603427426,117
septuagenarian [sptjuodsontron],100.5,313.0,173,18,0.8376214607658922,117
septua/gen/arian,112.5,333.25,95,19,0.8914869019533163,117
七十至七十九的人,251.0,340.0,106,20,0.8707383427014254,117
seven/born/person,119.5,347.5,95,17,0.7980342630687064,117
● Most septuagenarians are retired.,109.5,368.5,163,17,0.8731822265036912,117
七十的人大多退休了。,91.0,383.0,106,14,0.8838573587137765,117
octa-(octo-):eight,75.0,432.0,124,20,0.8686825198770995,117
octopus [°aktapos],60.5,458.5,93,17,0.855566586415774,117
octo/pod/us,113.5,478.0,73,20,0.7543924092549114,117
图章魚,217.0,485.0,38,18,0.8579885522802279,117
eight/foot/名桐字尾,124.0,491.5,94,17,0.7801502042303892,117
● The octopus is among the most intelligent creatures in the sea.,174.5,513.0,295,18,0.9140932711124952,117
章魚是海里最明的生物之一,94.0,527.5,114,13,0.7367262121851529,117
Part1通用學衡字量：依字首分期,306.5,11.0,131,10,0.9005068188263673,118
MP3074,37.0,22.0,58,22,0.956218665559749,118
"octogenarian [,aktodso ncrion]",81.0,62.25,142,15,0.9770106984861195,118
octo / gen / arian,104.0,81.0,78,14,0.8096907398437151,118
八十至八十九的人,237.0,89.5,98,13,0.8894372352555117,118
eight / born / person,107.0,95.5,86,17,0.8597136594406847,118
● Did you read Lin Yutang’s Memoirs of an Octogenarian?,154.5,116.5,261,13,0.8986972818787837,118
你有没有通林語堂的（八十自》？,103.0,131.0,140,10,0.7951695415693032,118
nona-(nano-):nine,69.5,177.5,123,19,0.8243326060891821,118
"nanometer[nxna,mit>]",69.0,202.5,114,9,0.7080496383650384,118
nano / meter,105.5,222.0,61,14,0.8174553794452319,118
图奈米,205.0,229.0,34,14,0.7643209373584584,118
nine / measure,111.5,235.0,63,14,0.8365749009300969,118
 One nanometer is one-billionth of a meter.,121.5,256.0,197,14,0.9245523055398471,118
一票米是十惯分之一公尺·,84.0,270.5,104,13,0.8623604458540516,118
nanotechnology [nenatk noladst],93.5,307.5,163,13,0.7723596465902806,118
nano / techno / log/ y,94.0,326.75,100,16,0.8411116581817029,118
图奈米科技,214.0,334.5,52,13,0.8290621971750937,118
nine/skill/word/名字尾,105.0,340.0,114,12,0.8653940435193439,118
■ Nanotechnology involves working with atoms and molecules to build,180.5,361.0,313,14,0.9794423383310301,118
minuscule devices.,74.5,374.5,85,13,0.8595113102412543,118
米科技率涉到運用原子與分子来建造型装置,126.0,388.0,186,10,0.9084305963679044,118
dec-:ten,38.0,434.5,60,21,0.8074382510900331,118
decade [dcked],50.0,460.0,76,14,0.7367904030211709,118
dec/ade,105.5,479.0,45,18,0.8381909816596237,118
十年,205.0,487.0,36,18,0.7930194122249906,118
ten/名同字尾,114.5,492.5,55,11,0.745654992102752,118
■ Computer technology has come a long way in this decade,155.5,514.5,263,13,0.7059748346029868,118
電脑科技逼十年来突,88.0,528.0,108,10,0.9633438688008085,118
6,28.0,14.5,20,17,0.8286014618283969,119
MP3075,53.5,16.0,41,14,0.8232849085348498,119
• The first two decades of the 21st century have been marked by,179.0,54.5,294,15,0.8083724685125177,119
fundamentalist violence.,97.5,68.75,113,15,0.9545955280699426,119
二十一世記的頭二十年充著基本教義派的暴力色彩,147.0,83.5,210,13,0.9179307458423127,119
"decathlon [drkao,lan]",75.0,121.5,112,13,0.8767958693773689,119
dec/athlon,116.5,141.5,57,15,0.8662449111150187,119
十项全能運動,239.0,150.5,72,11,0.8482186637509476,119
ten / contest,118.0,156.5,52,11,0.9321420175045035,119
• The Olympic champion in decathlon is often called the greatest athlete,197.0,178.5,330,15,0.8786613784885655,119
on Earth.,63.0,194.0,44,14,0.7831621244634803,119
十项全能運動冠軍常被稿作是地球上最慢大的運動員·,156.5,207.0,227,10,0.8052734516140845,119
decimal [dcsm],62.5,231.5,87,15,0.7834470960262481,119
deci / (m)al,116.0,252.0,56,14,0.9578858169408694,119
十進位的：小教的,249.5,261.5,93,13,0.7139170954402918,119
tenth/形容闹字尾,123.5,267.0,73,10,0.7792328380239611,119
"• In the decimal system, the decimal point separates the integral part and",198.5,289.5,329,15,0.980994768411962,119
the fractional part of a number.,112.5,303.5,143,15,0.8111656043285846,119
在十進位中，小数點分隔整数部分與小数部分·,134.0,319.0,182,10,0.8513952094488628,119
"decimate [dcso,met]",70.0,342.75,102,15,0.7732570721499197,119
deci / (m)ate,117.0,363.25,62,16,0.8547120939084404,119
重副,219.5,364.0,37,18,0.8032673326515122,119
tenth/動字尾,116.5,377.5,65,11,0.7993913376289846,119
decimation重制,250.5,379.5,95,13,0.9555829640821362,119
·The earthquake decimated the island.,122.5,400.0,177,10,0.8312462430698704,119
這埋地震重创局·,86.0,415.0,86,10,0.8584416757893869,119
cent-: hundred,65.5,466.5,97,17,0.8761178696365465,119
centennial [sntnrol],74.5,491.5,109,13,0.70395381890438,119
cent/enni /al,117.0,511.5,68,11,0.7892308099145202,119
一百调年,229.5,519.0,57,16,0.879709143565279,119
百年的,285.5,519.0,45,16,0.6891739432637294,119
hundred/year/形容同字尾,126.0,525.5,116,13,0.7821677559754592,119
Part1通用學素字量：依字首分额,305.5,11.0,131,10,0.9477528961140428,120
MP3 076,37.5,21.5,59,21,0.8768931489463869,120
"■ Americans mounted centennial celebrations in 1876, and in 1976 they",180.0,60.0,314,14,0.8355377859884185,120
celebrated their bicentennial,96.0,74.0,126,10,0.8391746035126585,120
美國在1876年举建题百年·在1976年又举新建國兩百遇年,166.0,88.0,264,10,0.8560805950313807,120
centenarian [scntancrian],74.5,124.5,125,13,0.8124001385688462,120
cent / enarian,105.5,144.0,65,16,0.932399436759834,120
百人瑞,214.0,151.5,50,11,0.8046922683438915,120
hundred / person,93.5,158.0,75,16,0.9672768611255593,120
"• Japan is famous for its numerous centenarians,",131.0,179.5,212,13,0.9679985529754632,120
日本以象多百人瑪著稿,84.0,193.5,104,13,0.8027768536884808,120
"centimeter[snto,mita]",69.0,217.0,112,10,0.8559794144249564,120
centi / meter,106.0,237.0,60,14,0.8734004800491699,120
公分,205.0,244.0,34,14,0.7930490840147588,120
hundredth / measure,97.0,250.0,88,12,0.7982717409936031,120
• One foot is equivalent to 30.48 centimeters.,124.5,271.5,199,13,0.8160906300546446,120
一英尺相當龄30.48公分·,83.5,285.0,103,14,0.9235541207922829,120
kilo-:thousand,56.5,330.5,95,21,0.8244072485274593,120
"kilogram [krlo,gram]",65.0,356.0,104,14,0.986799241477084,120
kilo / gram,105.5,374.5,53,17,0.7791214198725381,120
图干克·公斤,219.5,382.5,59,11,0.8571371199772001,120
thousand / gram,94.0,388.0,72,16,0.7216665102798909,120
· The police found 2oo kilograms of marijuana in the truck,156.5,410.0,259,10,0.9415268383739103,120
餐方在卡車理找到200公斤的大,101.5,424.0,135,10,0.8075646843218726,120
"kilobyte [°krl>,bart]",58.5,459.25,91,17,0.7967050223700745,120
kilo/byte,106.5,480.0,49,20,0.8043752808160685,120
